unix,date,open,high,low,close,Volume USD,symbol,macd,macd_signal,macd_hist,rsi,volume,taker_buy_base,volume_delta,cvd,cvd_rolling,ppo,ppo_signal,ppo_hist,delta,ma_7,ma_25,ma_99,oi,oi_usd,funding_rate
1658797200,2022-07-26 01:00:00,20994.94,21122.0,20970.05,21076.7,161017461.1359842,BTCUSD,-252.549649,-175.543301,-77.006348,27.3,22092.145,11740.341,1388.537,-1095168.57,-9503.06,-1.155138,-0.79812,-0.357018,1388.537,21589.45,21846.92,22519.13,,,0.0001
1658800800,2022-07-26 02:00:00,21076.7,21126.73,21025.28,21071.81,103127746.4317456,BTCUSD,-276.822797,-195.7992,-81.023597,27.22,10497.254,5240.507,-16.24,-1095184.81,-8940.994,-1.269565,-0.892409,-0.377156,-16.24,21472.54,21801.58,22498.12,,,0.0001
1658804400,2022-07-26 03:00:00,21068.65,21234.56,20856.48,21141.53,238752180.6556702,BTCUSD,-287.123835,-214.064127,-73.059708,30.19,34962.08,16771.048,-1419.984,-1096604.794,-10664.533,-1.319781,-0.977883,-0.341897,-1419.984,21325.92,21769.11,22476.62,,,0.0001
1658808000,2022-07-26 04:00:00,21141.53,21272.21,21097.87,21126.91,126185753.9368809,BTCUSD,-293.088651,-229.869032,-63.219619,29.92,14997.645,7826.486,655.327,-1095949.467,-11821.986,-1.350087,-1.052324,-0.297763,655.327,21197.59,21739.47,22456.66,,,0.0001
1658811600,2022-07-26 05:00:00,21128.52,21179.33,21062.96,21145.03,100986359.9516527,BTCUSD,-292.976428,-242.490511,-50.485917,30.76,12531.443,6503.102,474.761,-1095474.706,-10682.311,-1.352172,-1.112294,-0.239878,474.761,21124.25,21709.48,22438.05,,,0.0001
1658815200,2022-07-26 06:00:00,21146.64,21167.05,21063.24,21079.27,117042399.0852731,BTCUSD,-294.795553,-252.951519,-41.844034,29.38,10799.325,5172.51,-454.305,-1095929.011,-12066.137,-1.363307,-1.162496,-0.200811,-454.305,21091.16,21676.11,22419.56,,,0.0001
1658818800,2022-07-26 07:00:00,21076.98,21145.0,21017.21,21066.86,120357544.0824722,BTCUSD,-293.851272,-261.13147,-32.719802,29.11,13939.335,6564.221,-810.893,-1096739.904,-11240.787,-1.361537,-1.202305,-0.159232,-810.893,21101.16,21642.35,22400.33,,,0.0001
1658822400,2022-07-26 08:00:00,21066.86,21113.0,20986.35,21065.3,123147055.0947509,BTCUSD,-289.887162,-266.882608,-23.004554,29.08,14820.165,7213.369,-393.427,-1097133.331,-12116.061,-1.345557,-1.230955,-0.114602,-393.427,21099.53,21606.47,22379.31,,,3.654e-05
1658826000,2022-07-26 09:00:00,21067.26,21161.37,21060.41,21120.36,95479925.8993859,BTCUSD,-279.08557,-269.323201,-9.762369,32.23,10170.094,5269.29,368.486,-1096764.845,-10134.908,-1.29731,-1.244226,-0.053084,368.486,21106.47,21569.33,22358.65,,,3.654e-05
1658829600,2022-07-26 10:00:00,21119.09,21151.58,21046.1,21075.84,86710586.5951349,BTCUSD,-270.993775,-269.657315,-1.336459,31.03,10241.207,4874.379,-492.449,-1097257.294,-10670.077,-1.261593,-1.247699,-0.013894,-492.449,21097.08,21532.38,22338.01,,,3.654e-05
1658833200,2022-07-26 11:00:00,21077.53,21155.15,20932.7,21090.22,123557110.1550909,BTCUSD,-260.418679,-267.809588,7.390909,31.91,16319.328,8126.896,-65.536,-1097322.83,-10071.142,-1.213994,-1.240958,0.026964,-65.536,21091.84,21493.93,22315.67,,,3.654e-05
1658836800,2022-07-26 12:00:00,21090.22,21196.58,20963.88,21033.31,187225573.3974648,BTCUSD,-253.705442,-264.988759,11.283317,30.26,30390.416,15520.929,651.442,-1096671.388,-11765.816,-1.184409,-1.229649,0.045239,651.442,21075.88,21457.61,22291.27,,,3.654e-05
1658840400,2022-07-26 13:00:00,21033.31,21053.98,20774.74,20947.22,240719234.46616888,BTCUSD,-252.422131,-262.475433,10.053302,27.91,43914.813,21489.043,-936.727,-1097608.115,-12293.366,-1.18035,-1.219789,0.039439,-936.727,21057.02,21416.46,22266.11,,,3.654e-05
1658844000,2022-07-26 14:00:00,20947.22,21038.52,20833.17,20949.43,177232629.1166985,BTCUSD,-248.363787,-259.653104,11.289317,28.06,27234.416,14391.862,1549.308,-1096058.807,-10291.199,-1.163129,-1.208457,0.045328,1549.308,21040.24,21378.44,22239.23,,,3.654e-05
1658847600,2022-07-26 15:00:00,20947.42,20964.92,20706.5,20746.81,191917313.3284667,BTCUSD,-258.517235,-259.42593,0.908695,23.16,34332.037,16320.849,-1690.339,-1097749.146,-9146.232,-1.213231,-1.209412,-0.003819,-1690.339,20994.74,21332.86,22210.51,,,3.654e-05
1658851200,2022-07-26 16:00:00,20746.81,20951.38,20734.79,20937.41,141764305.3582799,BTCUSD,-248.321591,-257.205062,8.883471,34.71,22592.083,12415.729,2239.375,-1095509.771,-13343.632,-1.166886,-1.200906,0.03402,2239.375,20968.61,21294.52,22185.07,,,8.659e-05
1658854800,2022-07-26 17:00:00,20937.41,21083.49,20901.43,20919.36,182605928.0620526,BTCUSD,-238.943562,-253.552762,14.6092,34.19,33479.703,17099.53,719.357,-1094790.414,-11913.758,-1.124232,-1.185572,0.06134,719.357,20946.25,21253.21,22157.37,,,8.659e-05
1658858400,2022-07-26 18:00:00,20919.36,20999.3,20817.0,20905.71,128817259.6785967,BTCUSD,-229.961989,-248.834608,18.872619,33.77,17886.805,8857.052,-172.701,-1094963.115,-7248.565,-1.083288,-1.165115,0.081827,-172.701,20919.89,21214.91,22133.28,,,8.659e-05
1658862000,2022-07-26 19:00:00,20905.71,20944.36,20805.0,20915.57,130601986.2144204,BTCUSD,-219.517941,-242.971274,23.453333,34.39,13997.641,7386.56,775.479,-1094187.636,-947.41,-1.035218,-1.139136,0.103917,775.479,20903.07,21178.56,22111.13,,,8.659e-05
1658865600,2022-07-26 20:00:00,20911.55,20993.9,20809.53,20983.99,164718167.910397,BTCUSD,-203.375648,-235.052149,31.676501,38.68,20884.478,10956.251,1028.024,-1093159.612,3397.495,-0.959834,-1.103275,0.143441,1028.024,20908.33,21142.32,22090.59,,,8.659e-05
1658869200,2022-07-26 21:00:00,20985.3,21119.99,20820.8,20942.82,128827717.9151607,BTCUSD,-191.695098,-226.380739,34.685641,37.11,27392.908,13351.778,-689.352,-1093848.964,1319.606,-0.905486,-1.063717,0.158232,-689.352,20907.38,21093.31,22069.55,,,8.659e-05
1658872800,2022-07-26 22:00:00,20942.82,21165.51,20919.46,21110.33,154246035.9220289,BTCUSD,-166.996489,-214.503889,47.5074,46.62,21596.499,11538.123,1479.747,-1092369.217,2815.593,-0.788986,-1.008771,0.219785,1479.747,20959.31,21056.72,22054.64,,,8.659e-05
1658876400,2022-07-26 23:00:00,21114.24,21300.0,21061.39,21254.67,161206589.5594814,BTCUSD,-134.228331,-198.448777,64.220446,53.18,24222.95,13765.22,3307.49,-1089061.727,7543.067,-0.633974,-0.933812,0.299838,3307.49,21004.64,21040.57,22041.0,,,8.659e-05
1658880000,2022-07-27 00:00:00,21254.67,21284.0,21133.42,21208.13,131171103.8427604,BTCUSD,-110.738198,-180.906661,70.168463,51.0,17596.806,8524.934,-546.938,-1089608.665,6340.802,-0.522962,-0.851642,0.328679,-546.938,21045.89,21036.46,22025.54,,,4.591e-05
1658883600,2022-07-27 01:00:00,21207.23,21235.21,21136.17,21157.37,116914920.5837587,BTCUSD,-95.121505,-163.74963,68.628126,48.66,9953.917,4806.882,-340.153,-1089948.818,5525.888,-0.44924,-0.771162,0.321921,-340.153,21081.84,21042.88,22009.7,,,4.591e-05
1658887200,2022-07-27 02:00:00,21157.37,21204.11,21091.08,21186.7,113612259.0649635,BTCUSD,-79.462483,-146.892201,67.429718,50.09,14294.119,7231.394,168.669,-1089780.149,6148.862,-0.375269,-0.691983,0.316714,168.669,21120.57,21047.28,21994.56,,,4.591e-05
1658890800,2022-07-27 03:00:00,21186.16,21201.4,21042.53,21076.86,101469425.1368394,BTCUSD,-75.050628,-132.523886,57.473258,45.04,13271.024,6254.847,-761.33,-1090541.479,6198.425,-0.354555,-0.624497,0.269942,-761.33,21133.84,21047.48,21977.49,,,4.591e-05
1658894400,2022-07-27 04:00:00,21076.86,21137.77,21059.0,21108.72,84722600.3726615,BTCUSD,-68.19723,-119.658555,51.461325,46.72,9270.076,4875.644,481.212,-1090060.267,7073.064,-0.322245,-0.564047,0.241802,481.212,21157.54,21046.17,21960.53,,,4.591e-05
1658898000,2022-07-27 05:00:00,21108.72,21280.0,21094.13,21247.25,117757906.2008859,BTCUSD,-50.999757,-105.926795,54.927039,53.38,19673.044,11334.718,2996.392,-1087063.875,9700.97,-0.240912,-0.49942,0.258508,2996.392,21177.1,21050.98,21944.5,,,4.591e-05
1658901600,2022-07-27 06:00:00,21248.63,21267.95,21162.02,21256.38,107026462.0471541,BTCUSD,-36.21644,-91.984724,55.768284,53.79,12807.407,6892.984,978.561,-1086085.314,11171.98,-0.171027,-0.433741,0.262714,978.561,21177.34,21055.44,21928.82,,,4.591e-05
1658905200,2022-07-27 07:00:00,21256.38,21451.33,21240.0,21347.36,175844541.0132034,BTCUSD,-16.963682,-76.980516,60.016834,57.77,32025.39,17679.562,3333.734,-1082751.58,14571.25,-0.080061,-0.363005,0.282945,3333.734,21197.23,21066.16,21913.19,,,4.591e-05
1658908800,2022-07-27 08:00:00,21346.11,21439.29,21335.21,21355.33,119938404.4228611,BTCUSD,-1.050511,-61.794515,60.744004,58.11,16078.015,8148.042,218.069,-1082533.511,14137.877,-0.004955,-0.291395,0.28644,218.069,21225.51,21077.7,21897.56,,,5.085e-05
1658912400,2022-07-27 09:00:00,21354.45,21365.74,21250.54,21292.31,114188643.5313671,BTCUSD,6.401809,-48.15525,54.557059,54.38,15474.631,7053.732,-1367.167,-1083900.678,13707.437,0.030186,-0.227079,0.257265,-1367.167,21240.6,21086.78,21882.05,,,5.085e-05
1658916000,2022-07-27 10:00:00,21291.54,21336.2,21249.68,21287.5,95164800.2155186,BTCUSD,11.783862,-36.167428,47.951289,54.09,12818.451,6517.44,216.429,-1083684.249,12374.558,0.055549,-0.170553,0.226102,216.429,21270.69,21093.46,21867.07,,,5.085e-05
1658919600,2022-07-27 11:00:00,21287.5,21366.4,21129.65,21200.23,120701945.3123041,BTCUSD,8.904571,-27.153028,36.057599,49.05,19817.536,9144.065,-1529.406,-1085213.655,12535.491,0.041978,-0.128047,0.170025,-1529.406,21283.77,21098.44,21852.83,,,5.085e-05
1658923200,2022-07-27 12:00:00,21200.6,21421.71,21157.07,21371.93,164246519.7393566,BTCUSD,20.244107,-17.673601,37.917708,57.45,24414.002,13111.853,1809.704,-1083403.951,12105.82,0.095381,-0.083361,0.178743,1809.704,21301.58,21109.71,21839.75,,,5.085e-05
1658926800,2022-07-27 13:00:00,21371.93,21484.28,21280.81,21463.9,190505466.5683932,BTCUSD,36.234294,-6.892022,43.126316,61.14,24755.618,12674.255,592.892,-1082811.059,11979.355,0.170577,-0.032574,0.203151,592.892,21331.22,21126.93,21829.12,,,5.085e-05
1658930400,2022-07-27 14:00:00,21463.9,21493.69,21392.49,21459.9,162328532.8114557,BTCUSD,48.030204,4.092423,43.937781,60.9,18293.93,8602.384,-1089.162,-1083900.221,11062.894,0.225936,0.019128,0.206808,-1089.162,21347.3,21147.44,21821.37,,,5.085e-05
1658934000,2022-07-27 15:00:00,21459.9,21547.53,21421.02,21530.86,156046224.9676671,BTCUSD,62.385288,15.750996,46.634292,63.71,19186.355,10389.067,1591.779,-1082308.442,11879.194,0.293185,0.07394,0.219245,1591.779,21372.38,21170.7,21813.79,,,5.085e-05
1658937600,2022-07-27 16:00:00,21530.86,21713.69,21461.58,21533.89,262203813.8670952,BTCUSD,73.162914,27.23338,45.929534,63.83,46283.2,23337.544,391.888,-1081916.554,11243.058,0.34353,0.127858,0.215672,391.888,21406.89,21202.18,21805.64,,,2.951e-05
1658941200,2022-07-27 17:00:00,21530.71,21740.0,21455.25,21620.55,228599899.9385588,BTCUSD,87.686207,39.323945,48.362261,67.16,42226.299,21664.004,1101.709,-1080814.845,13034.119,0.411261,0.184538,0.226722,1101.709,21454.47,21229.5,21800.29,,,2.951e-05
1658944800,2022-07-27 18:00:00,21618.72,22700.0,21617.24,22554.45,800330248.4342939,BTCUSD,172.564727,65.972101,106.592625,84.12,183154.306,99612.767,16071.228,-1064743.617,27625.6,0.8059,0.308811,0.497089,16071.228,21647.93,21294.91,21803.71,,,2.951e-05
1658948400,2022-07-27 19:00:00,22554.45,23112.63,22554.45,22773.62,537920533.264788,BTCUSD,254.582089,103.694099,150.88799,85.95,99709.946,52055.566,4401.186,-1060342.431,28719.296,1.183361,0.483721,0.69964,4401.186,21848.17,21369.62,21809.61,,,2.951e-05
1658952000,2022-07-27 20:00:00,22773.62,22913.83,22667.36,22776.58,213801334.1610762,BTCUSD,316.175611,146.190401,169.98521,85.98,33669.951,17469.199,1268.447,-1059073.984,30534.681,1.463299,0.679636,0.783662,1268.447,22035.69,21444.07,21817.11,,,2.951e-05
1658955600,2022-07-27 21:00:00,22776.58,22792.14,22576.0,22677.84,109241568.4436745,BTCUSD,352.952808,187.542883,165.409925,81.09,21107.85,10638.95,170.05,-1058903.934,31044.884,1.627533,0.869216,0.758318,170.05,22209.68,21511.82,21823.19,,,2.951e-05
1658959200,2022-07-27 22:00:00,22675.53,22960.0,22647.72,22873.39,240139606.8568568,BTCUSD,393.344027,228.703112,164.640916,83.14,28782.313,15522.358,2262.403,-1056641.531,33138.618,1.806461,1.056665,0.749796,2262.403,22401.47,21589.04,21829.26,,,2.951e-05
1658962800,2022-07-27 23:00:00,22875.97,22997.17,22805.58,22952.45,151032895.8982919,BTCUSD,426.813797,268.325249,158.488548,83.89,18706.117,9442.021,177.925,-1056463.606,34077.873,1.952348,1.235801,0.716547,177.925,22604.13,21662.73,21835.59,,,2.951e-05
1658966400,2022-07-28 00:00:00,22954.31,23062.9,22751.95,22785.32,198580583.0511251,BTCUSD,434.840268,301.628253,133.212016,76.11,25460.265,12644.869,-170.527,-1056634.133,33426.134,1.982857,1.385213,0.597644,-170.527,22770.52,21723.95,21841.06,,,9.229e-05
1658970000,2022-07-28 01:00:00,22785.34,22801.81,22717.27,22775.69,108169680.9548126,BTCUSD,435.405165,328.383635,107.02153,75.67,10079.599,5437.358,795.117,-1055839.016,31224.859,1.979777,1.504125,0.475652,795.117,22802.13,21786.66,21844.16,,,9.229e-05
1658973600,2022-07-28 02:00:00,22775.69,23460.58,22701.44,23282.54,321700577.8420984,BTCUSD,471.318343,356.970577,114.347767,81.63,44385.799,25753.681,7121.563,-1048717.453,37367.861,2.133803,1.630061,0.503742,7121.563,22874.83,21871.66,21852.56,,,9.229e-05
1658977200,2022-07-28 03:00:00,23282.54,23322.49,23096.88,23133.45,184208330.3961066,BTCUSD,482.191081,382.014678,100.176403,75.75,21213.969,9964.305,-1285.359,-1050002.812,32748.768,2.175402,1.739129,0.436273,-1285.359,22925.81,21949.53,21858.46,,,9.229e-05
1658980800,2022-07-28 04:00:00,23133.45,23196.09,23056.99,23066.63,132436412.1976069,BTCUSD,479.884182,401.588578,78.295604,73.21,13771.086,6738.462,-294.162,-1050296.974,32236.537,2.158495,1.823002,0.335493,-294.162,22981.35,22029.12,21864.96,,,9.229e-05
1658984400,2022-07-28 05:00:00,23067.86,23257.11,23032.0,23242.79,141103784.9886258,BTCUSD,486.660666,418.602996,68.05767,75.54,17915.597,10016.82,2118.043,-1048178.931,35721.747,2.181631,1.894728,0.286903,2118.043,23034.12,22114.49,21872.77,,,9.229e-05
1658988000,2022-07-28 06:00:00,23242.79,23273.81,23047.79,23124.86,139168455.8162856,BTCUSD,477.016366,430.28567,46.730696,71.08,14391.606,6771.684,-848.238,-1049027.169,34657.08,2.132606,1.942304,0.190303,-848.238,23058.75,22189.59,21880.78,,,9.229e-05
1658991600,2022-07-28 07:00:00,23122.37,23125.77,22887.0,22925.1,171049545.1218385,BTCUSD,448.088936,433.846323,14.242613,64.16,23986.82,11182.651,-1621.518,-1050648.687,34564.968,1.999589,1.953761,0.045828,-1621.518,23078.72,22256.34,21886.12,,,9.229e-05
1658995200,2022-07-28 08:00:00,22925.1,23028.68,22871.06,22965.67,129252755.5008152,BTCUSD,423.554921,431.788043,-8.233122,64.91,16380.935,9034.55,1688.165,-1048960.522,34443.429,1.886635,1.940336,-0.0537,1688.165,23105.86,22321.07,21888.3,,,0.0001
1658998800,2022-07-28 09:00:00,22963.68,23008.58,22816.26,22978.45,152345079.7061409,BTCUSD,400.525765,425.535587,-25.009822,65.16,19858.378,10075.12,291.862,-1048668.66,34142.399,1.780953,1.908459,-0.127506,291.862,23062.42,22386.0,21891.32,,,0.0001
1659002400,2022-07-28 10:00:00,22978.45,23100.0,22911.0,22979.17,131451939.8940967,BTCUSD,377.976019,416.023674,-38.047654,65.17,16861.003,8925.284,989.565,-1047679.095,36221.126,1.677978,1.862363,-0.184385,989.565,23040.38,22453.47,21894.13,,,0.0001
1659006000,2022-07-28 11:00:00,22981.61,23138.28,22956.32,23114.52,160025271.4309479,BTCUSD,366.798571,406.178653,-39.380082,67.93,16080.685,8361.287,641.889,-1047037.206,35271.236,1.62521,1.814932,-0.189722,641.889,23047.22,22526.55,21898.5,,,0.0001
1659009600,2022-07-28 12:00:00,23116.19,23200.0,22582.13,23034.04,434137683.0350953,BTCUSD,347.441214,394.431165,-46.989952,64.65,80031.554,39246.931,-1537.692,-1048574.898,33341.656,1.537097,1.759365,-0.222268,-1537.692,23017.4,22599.9,21902.71,,,0.0001
1659013200,2022-07-28 13:00:00,23034.04,23268.29,22766.08,22852.26,413566331.3152827,BTCUSD,313.81478,378.307888,-64.493108,57.85,66709.835,33192.635,-324.565,-1048899.463,31915.382,1.387202,1.684933,-0.29773,-324.565,22978.46,22659.12,21906.05,,,0.0001
1659016800,2022-07-28 14:00:00,22854.38,23140.18,22736.79,23130.78,304167165.44032395,BTCUSD,306.111166,363.868544,-57.757377,64.08,41009.573,22682.598,4355.623,-1044543.84,20199.777,1.350899,1.618126,-0.267227,4355.623,23007.84,22725.79,21910.83,,,0.0001
1659020400,2022-07-28 15:00:00,23130.78,23992.0,23109.59,23745.57,562052762.3186759,BTCUSD,345.630202,360.220876,-14.590673,73.43,97329.132,54402.278,11475.424,-1033068.416,27274.015,1.519906,1.598482,-0.078576,11475.424,23119.26,22817.22,21923.45,,,0.0001
1659024000,2022-07-28 16:00:00,23747.85,23944.84,23662.52,23764.13,322070551.6260479,BTCUSD,374.134174,363.003535,11.130639,73.65,49779.699,24289.753,-1200.193,-1034268.609,24805.375,1.639783,1.606742,0.033041,-1200.193,23231.5,22906.55,21935.52,,,0.0001
1659027600,2022-07-28 17:00:00,23762.71,24106.96,23747.55,23999.83,317433853.9626894,BTCUSD,411.004988,372.603826,38.401162,76.36,39725.367,20869.52,2013.673,-1032254.936,26648.998,1.794486,1.644291,0.150195,2013.673,23377.3,23005.19,21947.9,,,0.0001
1659031200,2022-07-28 18:00:00,23999.83,24007.49,23711.73,23800.53,236846076.114468,BTCUSD,419.309984,381.945057,37.364927,69.82,26383.563,12367.544,-1648.475,-1033903.411,22738.12,1.825452,1.680523,0.144929,-1648.475,23475.31,23092.39,21957.53,,,0.0001
1659034800,2022-07-28 19:00:00,23801.67,23894.28,23675.34,23794.26,183899691.7186354,BTCUSD,420.538115,389.663669,30.874446,69.62,16192.175,8069.775,-52.625,-1033956.036,22507.57,1.825947,1.709608,0.116339,-52.625,23583.91,23141.98,21968.49,,,0.0001
1659038400,2022-07-28 20:00:00,23792.1,24199.72,23784.26,24025.88,324973662.40973794,BTCUSD,435.184678,398.767871,36.416808,72.75,45898.32,24562.768,3227.216,-1030728.82,25905.313,1.883516,1.744389,0.139126,3227.216,23751.57,23192.07,21981.16,,,0.0001
1659042000,2022-07-28 21:00:00,24025.88,24158.21,23836.09,23927.69,155595971.9912647,BTCUSD,433.867716,405.78784,28.079876,69.48,23727.732,11529.387,-668.958,-1031397.778,24441.238,1.872875,1.770087,0.102789,-668.958,23865.41,23238.11,21993.43,,,0.0001
1659045600,2022-07-28 22:00:00,23927.69,23988.32,23803.87,23961.92,149898264.3950073,BTCUSD,430.622144,410.754701,19.867444,69.99,15426.73,7227.839,-971.052,-1032368.83,16348.623,1.854146,1.786898,0.067247,-971.052,23896.32,23289.48,22006.17,,,0.0001
1659049200,2022-07-28 23:00:00,23961.92,23981.74,23711.0,23842.93,137254116.3876601,BTCUSD,413.679863,411.339733,2.34013,65.89,14142.414,6650.894,-840.626,-1033209.456,16793.356,1.777692,1.785057,-0.007365,-840.626,23907.58,23328.26,22017.53,,,0.0001
1659052800,2022-07-29 00:00:00,23845.25,23947.73,23701.0,23880.6,199432980.13323048,BTCUSD,398.69671,408.811129,-10.114419,66.56,19899.577,10241.637,583.697,-1032625.759,17671.215,1.709985,1.770043,-0.060058,583.697,23890.54,23365.38,22028.36,,,0.0001
1659056400,2022-07-29 01:00:00,23882.01,23897.63,23744.35,23848.14,141052916.9928114,BTCUSD,379.824818,403.013866,-23.189048,65.37,12044.497,6207.743,370.989,-1032254.77,15924.161,1.626294,1.741293,-0.114999,370.989,23897.35,23407.9,22040.39,,,0.0001
1659060000,2022-07-29 02:00:00,23848.14,23911.21,23730.76,23780.39,150101317.4210715,BTCUSD,355.306102,393.472314,-38.166212,62.85,15325.252,7524.28,-276.692,-1032531.462,16495.707,1.519264,1.696887,-0.177623,-276.692,23895.36,23448.09,22052.52,,,0.0001
1659063600,2022-07-29 03:00:00,23780.39,23934.47,23755.78,23912.85,121263051.0659862,BTCUSD,342.613818,383.300614,-40.686796,65.64,11482.867,6534.069,1585.271,-1030946.191,19702.496,1.462556,1.650021,-0.187465,1585.271,23879.22,23473.3,22068.61,,,0.0001
1659067200,2022-07-29 04:00:00,23912.7,24037.56,23882.95,24013.87,140392179.0956841,BTCUSD,336.823866,374.005265,-37.181399,67.63,15787.866,8495.985,1204.104,-1029742.087,19218.435,1.43517,1.607051,-0.171881,1204.104,23891.53,23508.51,22086.88,,,0.0001
1659070800,2022-07-29 05:00:00,24013.87,24112.0,23864.18,23987.26,167757808.551022,BTCUSD,326.326395,364.469491,-38.143096,66.54,20565.921,9863.05,-839.821,-1030581.908,18086.752,1.388172,1.563275,-0.175103,-839.821,23895.15,23545.34,22107.42,,,0.0001
1659074400,2022-07-29 06:00:00,23987.47,24442.66,23900.0,23940.35,245306933.7521348,BTCUSD,310.640954,353.703783,-43.06283,64.55,44949.902,22752.555,555.208,-1030026.7,17652.395,1.319648,1.51455,-0.194902,555.208,23909.07,23573.24,22128.36,,,0.0001
1659078000,2022-07-29 07:00:00,23940.35,23994.72,23820.27,23943.26,179214321.0451631,BTCUSD,295.043859,341.971798,-46.92794,64.62,24322.802,12150.948,-20.906,-1030047.606,16989.6,1.251799,1.462,-0.2102,-20.906,23918.02,23605.98,22149.05,,,0.0001
1659081600,2022-07-29 08:00:00,23941.63,23983.99,23778.42,23927.08,186662214.50031847,BTCUSD,278.170877,329.211614,-51.040737,63.86,22431.991,11233.284,34.577,-1030013.029,18561.869,1.178887,1.405377,-0.22649,34.577,23929.29,23646.06,22169.39,,,0.0001
1659085200,2022-07-29 09:00:00,23927.08,24094.93,23860.0,24062.55,164785425.7095882,BTCUSD,272.58799,317.886889,-45.2989,67.33,18237.947,10349.348,2460.749,-1027552.28,21347.183,1.153537,1.355009,-0.201472,2460.749,23969.6,23689.93,22191.12,,,0.0001
1659088800,2022-07-29 10:00:00,24064.41,24131.54,23979.32,24006.04,159301914.2018546,BTCUSD,260.599597,306.429431,-45.829834,64.55,16832.493,8250.504,-331.485,-1027883.765,16660.075,1.101509,1.304309,-0.2028,-331.485,23982.92,23731.04,22211.77,,,0.0001
1659092400,2022-07-29 11:00:00,24007.1,24024.91,23530.96,23720.56,280318847.1228093,BTCUSD,225.463852,290.236315,-64.772463,52.69,44426.249,20950.172,-2525.905,-1030409.67,2658.746,0.952811,1.234009,-0.281199,-2525.905,23941.01,23760.69,22228.65,,,0.0001
1659096000,2022-07-29 12:00:00,23718.71,23752.22,23434.38,23512.45,286123723.827226,BTCUSD,178.76509,267.94207,-89.17698,46.05,38338.342,17550.472,-3237.398,-1033647.068,621.541,0.755818,1.138371,-0.382553,-3237.398,23873.18,23776.61,22243.93,,,0.0001
1659099600,2022-07-29 13:00:00,23510.89,23761.22,23414.03,23695.41,325139992.7079745,BTCUSD,154.735632,245.300782,-90.56515,51.8,42032.511,21597.504,1162.497,-1032484.571,-229.635,0.654132,1.041523,-0.387391,1162.497,23838.19,23803.06,22260.54,,,0.0001
1659103200,2022-07-29 14:00:00,23695.41,24222.0,23661.51,24036.61,442414730.972937,BTCUSD,161.363998,228.513426,-67.149427,60.3,67340.458,34636.958,1933.458,-1030551.113,3352.298,0.681339,0.969486,-0.288147,1933.458,23851.53,23850.44,22281.7,,,0.0001
1659106800,2022-07-29 15:00:00,24034.81,24071.04,23870.59,24010.74,239183055.57233992,BTCUSD,162.654553,215.341651,-52.687098,59.44,36367.052,18227.133,87.214,-1030463.899,3492.137,0.686086,0.912806,-0.22672,87.214,23863.48,23885.64,22302.25,,,0.0001
1659110400,2022-07-29 16:00:00,24012.76,24024.8,23606.18,23845.48,283453042.0592728,BTCUSD,148.628924,201.999106,-53.370181,54.16,44937.959,21625.677,-1686.605,-1032150.504,-1421.684,0.626655,0.855576,-0.228921,-1686.605,23832.47,23889.63,22321.91,,,0.0001
1659114000,2022-07-29 17:00:00,23845.48,23867.2,23625.69,23777.89,165370071.8341492,BTCUSD,130.554612,187.710207,-57.155595,52.11,21478.568,10181.052,-1116.464,-1033266.968,-1869.19,0.550346,0.79453,-0.244184,-1116.464,23799.88,23890.18,22341.01,,,0.0001
1659117600,2022-07-29 18:00:00,23775.26,24051.22,23736.27,23929.72,209056860.463618,BTCUSD,127.017819,175.571729,-48.55391,56.12,28373.785,15434.882,2495.979,-1030770.989,1597.841,0.53509,0.742642,-0.207552,2495.979,23829.76,23887.38,22361.56,,,0.0001
1659121200,2022-07-29 19:00:00,23929.72,23963.72,23750.0,23895.13,155568079.70362,BTCUSD,120.040015,164.465387,-44.425372,54.99,19460.13,9094.874,-1270.382,-1032041.371,1168.085,0.505446,0.695203,-0.189757,-1270.382,23884.43,23891.16,22381.18,,,0.0001
1659124800,2022-07-29 20:00:00,23895.14,23977.86,23798.03,23941.24,136895501.934702,BTCUSD,116.883387,154.948987,-38.065599,56.25,19495.581,9799.241,102.901,-1031938.47,687.289,0.491861,0.654534,-0.162674,102.901,23919.54,23897.04,22402.18,,,0.0001
1659128400,2022-07-29 21:00:00,23941.24,23994.44,23702.52,23819.41,89271083.7802655,BTCUSD,103.359609,144.631111,-41.271502,52.1,14457.101,7232.299,7.497,-1031930.973,323.797,0.434875,0.610603,-0.175728,7.497,23888.52,23888.78,22422.33,,,0.0001
1659132000,2022-07-29 22:00:00,23819.41,23970.73,23745.61,23942.89,101557684.7188517,BTCUSD,101.436426,135.992174,-34.555748,55.67,12207.352,6057.697,-91.958,-1032022.931,508.531,0.42655,0.573792,-0.147242,-91.958,23878.82,23889.39,22443.06,,,0.0001
1659135600,2022-07-29 23:00:00,23942.89,24138.69,23700.0,23773.75,164156904.1384058,BTCUSD,85.281038,125.849947,-40.568909,50.15,31540.848,15725.743,-89.362,-1032112.293,-1166.102,0.358623,0.530758,-0.172135,-89.362,23868.58,23881.86,22459.28,,,0.0001
1659139200,2022-07-30 00:00:00,23777.28,23943.64,23747.02,23919.79,130725893.1518977,BTCUSD,83.301733,117.340304,-34.038571,54.36,16596.915,8888.664,1180.413,-1030931.88,-1189.793,0.350147,0.494636,-0.144489,1180.413,23888.85,23884.94,22478.42,,,0.0001
